Package Name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,Label
com.linecorp.snapmovie,android.permission.CAMERA,android.permission.INTERNET,android.permission.RECORD_AUDIO,android.permission.WAKE_LOCK,android.permission.WRITE_EXTERNAL_STORAGE,com.linecorp.snapmovie.permission.RECORD_MOVIE,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
fr.ffflfa,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.LOCATION,android.permission.ACCESS_LOCATION,android.permission.ACCESS_GPS,android.permission.ACCESS_COARSE_LOCATION,android.permission.ACCESS_FINE_LOCATION,android.permission.ACCESS_LOCATION_EXTRA_COMMANDS,fr.ffflfa.permission.MAPS_RECEIVE,android.permission.WRITE_EXTERNAL_STORAGE,com.google.android.providers.gsf.permission.READ_GSERVICES,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.strongvpn,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.mpluestar.zperiaz,android.permission.INTERNET,android.permission.VIBRATE,android.permission.SYSTEM_ALERT_WINDOW,android.permission.WAKE_LOCK,android.permission.READ_PHONE_STATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.DISABLE_KEYGUARD,android.permission.ACCESS_NETWORK_STATE,android.permission.ACCESS_COARSE_LOCATION,android.permission.ACCESS_FINE_LOCATION,android.permission.ACCESS_WIFI_STATE,android.permission.BLUETOOTH,android.permission.GET_TASKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.mymonsters.vampire,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.READ_PHONE_STATE,android.permission.ACCESS_WIFI_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_COARSE_LOCATION,android.permission.ACCESS_FINE_LOCATION,com.android.launcher.permission.INSTALL_SHORTCUT,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.blueskysofts.wp_free,android.permission.ACCESS_NETWORK_STATE,android.permission.INTERNET,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.WAKE_LOCK,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.jiubang.gopim,android.permission.RECEIVE_SMS,android.permission.WRITE_SMS,android.permission.READ_SMS,android.permission.READ_CONTACTS,android.permission.WRITE_CONTACTS,android.permission.CALL_PHONE,android.permission.MODIFY_PHONE_STATE,android.permission.SEND_SMS,android.permission.GET_ACCOUNTS,android.permission.WAKE_LOCK,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.RECEIVE_MMS,android.permission.VIBRATE,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.CHANGE_NETWORK_STATE,android.permission.READ_PHONE_STATE,android.permission.INSTALL_DRM,android.permission.READ_LOGS,android.permission.READ_OWNER_DATA,android.permission.READ_EXTERNAL_STORAGE,android.permission.READ_CALL_LOG,android.permission.WRITE_CALL_LOG,,,,,,,,,,,,,,,,,,,,,,,,,?
star.war.videoplayer,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
ntrps.is.fwaedmarmya,android.permission.ACCESS_WIFI_STATE,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_PHONE_STATE,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.jiubang.goscreenlock.theme.magnoliascape,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.CHANGE_COMPONENT_ENABLED_STATE,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.mobisystems.msdict.embedded.wireless.mcgrawhill.bmem.full,android.permission.INTERNET,android.permission.ACCESS_WIFI_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_NETWORK_STATE,android.permission.READ_PHONE_STATE,com.android.vending.BILLING,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.groovemixer.tiw,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.zetapp.mp3search,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.WRITE_SETTINGS,android.permission.READ_PHONE_STATE,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.vone.annonces.medicales,android.permission.INTERNET,android.permission.CALL_PHONE,android.permission.ACCESS_NETWORK_STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.jiinfeng3d.BajiKungFu3D,com.android.vending.CHECK_LICENSE,android.permission.WAKE_LOCK,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.INTERNET,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
q.and.fr.k,android.permission.WAKE_LOCK,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.DELETE_EXTERNAL_STORAGE,android.permission.INTERNET,android.permission.ACCESS_WIFI_STATE,android.permission.UPDATE_DEVICE_STATS,android.permission.CHANGE_WIFI_STATE,android.permission.READ_PHONE_STATE,android.permission.MOUNT_UNMOUNT_FILESYSTEMS,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.optioncarriere.android,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.READ_PHONE_STATE,android.permission.ACCESS_WIFI_STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.custom.blogappo,android.permission.READ_PHONE_STATE,android.permission.PROCESS_OUTGOING_CALLS,android.permission.READ_CONTACTS,android.permission.WAKE_LOCK,android.permission.DISABLE_KEYGUARD,android.permission.INTERNET,android.permission.ACCESS_WIFI_STATE,android.permission.ACCESS_NETWORK_STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.ttxapps.dropsync.pro,com.android.vending.CHECK_LICENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.tsavo.amipregnant,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.VIBRATE,android.permission.GET_ACCOUNTS,android.permission.WAKE_LOCK,com.google.android.c2dm.permission.RECEIVE,android.permission.READ_PHONE_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_WIFI_STATE,com.tsavo.amipregnant.permission.C2D_MESSAGE,android.permission.BROADCAST_STICKY,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.xilam.oggy,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,com.android.vending.BILLING,android.permission.VIBRATE,android.permission.MODIFY_AUDIO_SETTINGS,com.android.vending.CHECK_LICENSE,android.permission.GET_ACCOUNTS,android.permission.WAKE_LOCK,com.google.android.c2dm.permission.RECEIVE,com.xilam.oggy.permission.C2D_MESSAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.live.wallpaper.SmokingSkullLiveWallpaper,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_PHONE_STATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.VIBRATE,android.permission.FLASHLIGHT,com.android.launcher.permission.INSTALL_SHORTCUT,android.permission.BROADCAST_STICKY,android.permission.ACCESS_FINE_LOCATION,android.permission.WAKE_LOCK,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
ai_rita.Violetta.Acordes_Hoy_S_Mas,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.BROADCAST_STICKY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
ecards.maker.not.someecards,android.permission.INTERNET,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_NETWORK_STATE,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.tom971.chronosport,android.permission.WAKE_LOCK,android.permission.ACCESS_NETWORK_STATE,android.permission.INTERNET,com.google.android.c2dm.permission.RECEIVE,com.tom971.chronosport.permission.C2D_MESSAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
obg1.FaceBlenderPro,android.permission.INTERNET,android.permission.CAMERA,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.applauze.bod,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.BROADCAST_STICKY,android.permission.ACCESS_COARSE_LOCATION,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.VIBRATE,android.permission.READ_LOGS,android.permission.GET_TASKS,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.andromo.dev266178.app262726,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.WAKE_LOCK,android.permission.ACCESS_WIFI_STATE,android.permission.WRITE_SETTINGS,android.permission.ACCESS_NETWORK_STATE,android.permission.INTERNET,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.bluecry.coalfireplace,android.permission.ACCESS_NETWORK_STATE,android.permission.READ_PHONE_STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.midilibre.android,android.permission.INTERNET,android.permission.ACCESS_WIFI_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_NETWORK_STATE,android.permission.ACCESS_COARSE_LOCATION,android.permission.ACCESS_FINE_LOCATION,com.midilibre.android.permission.C2D_MESSAGE,com.google.android.c2dm.permission.RECEIVE,android.permission.GET_ACCOUNTS,android.permission.WAKE_LOCK,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.audorva.bouncingboobs,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.WRITE_SETTINGS,android.permission.CHANGE_CONFIGURATION,android.permission.MODIFY_AUDIO_SETTINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.einden.crous.poitiers.android,android.permission.ACCESS_NETWORK_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_MOCK_LOCATION,android.permission.ACCESS_WIFI_STATE,android.permission.ACCESS_COARSE_LOCATION,android.permission.INTERNET,android.permission.ACCESS_FINE_LOCATION,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.plus.dialer,android.permission.INTERNET,android.permission.RECORD_AUDIO,android.permission.MODIFY_AUDIO_SETTINGS,android.permission.PROCESS_OUTGOING_CALLS,android.permission.WRITE_SETTINGS,android.permission.READ_PHONE_STATE,android.permission.ACCESS_WIFI_STATE,android.permission.ACCESS_NETWORK_STATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.READ_CONTACTS,android.permission.WRITE_CONTACTS,android.permission.CALL_PHONE,android.permission.WAKE_LOCK,android.permission.DISABLE_KEYGUARD,android.permission.VIBRATE,android.permission.BLUETOOTH,android.permission.READ_LOGS,android.permission.USE_SIP,android.permission.CONFIGURE_SIP,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.CAMERA,android.permission.BROADCAST_STICKY,android.permission.READ_PROFILE,android.permission.WRITE_CALL_LOG,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,?
com.myclub.monsterhigh,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.READ_PHONE_STATE,android.permission.GET_ACCOUNTS,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.ACCESS_COARSE_LOCATION,android.permission.ACCESS_FINE_LOCATION,android.permission.ACCESS_WIFI_STATE,com.android.browser.permission.READ_HISTORY_BOOKMARKS,com.android.launcher.permission.INSTALL_SHORTCUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
download.music.mp3.akw,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.WRITE_SETTINGS,android.permission.READ_PHONE_STATE,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.lb.assassin,android.permission.INTERNET,android.permission.ACCESS_COARSE_LOCATION,android.permission.READ_PHONE_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.CAMERA,android.permission.GET_ACCOUNTS,android.permission.READ_CONTACTS,android.permission.WRITE_CONTACTS,android.permission.ACCESS_WIFI_STATE,com.assassinscreedliberationhd.permission.C2D_MESSAGE,com.google.android.c2dm.permission.RECEIVE,android.permission.WAKE_LOCK,android.permission.VIBRATE,android.permission.READ_EXTERNAL_STORAGE,android.permission.READ_CALL_LOG,android.permission.WRITE_CALL_LOG,android.permission.ACCESS_NETWORK_STATE,android.permission.ACCESS_FINE_LOCATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.ipointapps.app3dtvlite,android.permission.INTERNET,android.permission.ACCESS_COARSE_LOCATION,android.permission.ACCESS_FINE_LOCATION,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_NETWORK_STATE,android.permission.READ_PHONE_STATE,android.permission.RECORD_AUDIO,android.permission.CAMERA,android.permission.GET_ACCOUNTS,com.ipointapps.app3dtvlite.permission.C2D_MESSAGE,com.google.android.c2dm.permission.RECEIVE,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.mobilesoft.meteoalgerie,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_PHONE_STATE,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
ru.yamok.creditcalcfree,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
de.worldiety.photiety.cewe.mc.de,android.permission.INTERNET,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.CHANGE_WIFI_MULTICAST_STATE,android.permission.ACCESS_WIFI_STATE,android.permission.CHANGE_WIFI_STATE,android.permission.ACCESS_COARSE_LOCATION,android.permission.ACCESS_FINE_LOCATION,android.permission.ACCESS_NETWORK_STATE,android.permission.READ_CONTACTS,com.google.android.providers.gsf.permission.READ_GSERVICES,de.worldiety.photiety.permission.MAPS_RECEIVE,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.alzarbel.algeriaradioonline,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.WAKE_LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.qassem.hadeth,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
fr.hardis.mobidiab,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.INTERNET,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.dxbman.majedahelromi,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.WRITE_SETTINGS,android.permission.READ_CONTACTS,android.permission.WRITE_CONTACTS,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.ACCESS_WIFI_STATE,android.permission.GET_ACCOUNTS,android.permission.READ_PHONE_STATE,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.devices.live.wallpaper.lg.g2,android.permission.INTERNET,android.permission.ACCESS_WIFI_STATE,android.permission.READ_PHONE_STATE,android.permission.ACCESS_NETWORK_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.soft71.rcozinha,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.andromo.dev62321.app248362,android.permission.WAKE_LOCK,android.permission.ACCESS_WIFI_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.WRITE_SETTINGS,android.permission.ACCESS_NETWORK_STATE,android.permission.INTERNET,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
grk.scorespediatria,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.wTAM,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.webkit.permission.PLUGIN,com.wTAM.permission.C2D_MESSAGE,com.google.android.c2dm.permission.RECEIVE,android.permission.WAKE_LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.shoelacewireless.app.videobee,android.permission.WAKE_LOCK,android.permission.INTERNET,android.permission.BLUETOOTH,android.permission.BLUETOOTH_ADMIN,android.permission.ACCESS_NETWORK_STATE,android.permission.CHANGE_NETWORK_STATE,android.permission.ACCESS_WIFI_STATE,android.permission.CHANGE_WIFI_STATE,android.permission.WRITE_SETTINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.eds.shinyGearsFREE,android.permission.ACCESS_NETWORK_STATE,android.permission.INTERNET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.v1.v1golfunlock,android.permission.INTERNET,android.permission.VIBRATE,android.permission.CAMERA,android.permission.RECORD_AUDIO,android.permission.GET_ACCOUNTS,android.permission.GET_TASKS,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_NETWORK_STATE,android.permission.READ_PHONE_STATE,android.permission.ACCESS_FINE_LOCATION,android.permission.KILL_BACKGROUND_PROCESSES,android.permission.BLUETOOTH,android.permission.BLUETOOTH_ADMIN,android.permission.FLASHLIGHT,android.permission.WAKE_LOCK,com.android.vending.CHECK_LICENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.centrefrance.lyonne,android.permission.INTERNET,android.permission.ACCESS_WIFI_STATE,android.permission.ACCESS_NETWORK_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_PHONE_STATE,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.orchid.firefly,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
air.com.panurge.bibliophilia,android.permission.INTERNET,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_EXTERNAL_STORAGE,android.permission.CAMERA,android.permission.ACCESS_NETWORK_STATE,android.permission.ACCESS_WIFI_STATE,android.permission.GET_ACCOUNTS,android.permission.READ_CONTACTS,com.android.vending.CHECK_LICENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
org.mifon,android.permission.INTERNET,android.permission.RECORD_AUDIO,android.permission.READ_CONTACTS,android.permission.MODIFY_AUDIO_SETTINGS,android.permission.ACCESS_NETWORK_STATE,android.permission.WAKE_LOCK,android.permission.PROCESS_OUTGOING_CALLS,android.permission.CALL_PHONE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.VIBRATE,android.permission.CAMERA,android.permission.READ_LOGS,android.permission.GET_ACCOUNTS,android.permission.READ_PHONE_STATE,android.permission.ACCESS_WIFI_STATE,android.permission.READ_CALL_LOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
air.com.blissive.naturasoundtherapy,android.permission.INTERNET,android.permission.READ_PHONE_STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.brother.ptouch.sdk,android.permission.BLUETOOTH,android.permission.BLUETOOTH_ADMIN,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
net.zhuoweizhang.pocketinveditor,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_NETWORK_STATE,android.permission.INTERNET,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.hacking.corse.dolphin.free,android.permission.READ_EXTERNAL_STORAGE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.amoopa.sammysmode,android.permission.READ_PHONE_STATE,com.sec.android.app.servicemodeapp.permission.KEYSTRING,com.sec.phone.permission.SEC_FACTORY_PHONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.nemoapps.android.tamil,android.permission.RECORD_AUDIO,android.permission.ACCESS_NETWORK_STATE,android.permission.INTERNET,com.android.vending.BILLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.ratrodstudio.streetoutlaws,android.permission.ACCESS_COURSE_LOCATION,android.permission.INTERNET,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.GET_TASKS,android.permission.VIBRATE,android.permission.READ_PHONE_STATE,com.google.android.c2dm.permission.RECEIVE,android.permission.GET_ACCOUNTS,android.permission.USE_CREDENTIALS,com.ratrodstudio.streetoutlaws.permission.C2D_MESSAGE,com.android.vending.BILLING,com.android.vending.CHECK_LICENSE,android.permission.ACCESS_NETWORK_STATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.WAKE_LOCK,android.permission.ACCESS_WIFI_STATE,android.permission.BROADCAST_STICKY,android.permission.ACCESS_FINE_LOCATION,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
app.donation,android.permission.INTERNET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.jawbone.up,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.ACCESS_FINE_LOCATION,android.permission.ACCESS_COARSE_LOCATION,android.permission.WAKE_LOCK,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.RECORD_AUDIO,android.permission.BROADCAST_STICKY,android.permission.READ_CONTACTS,android.permission.READ_LOGS,android.permission.MODIFY_AUDIO_SETTINGS,com.google.android.c2dm.permission.RECEIVE,android.permission.GET_ACCOUNTS,android.permission.VIBRATE,com.jawbone.up.permission.C2D_MESSAGE,com.jawbone.up.permission.MAPS_RECEIVE,com.google.android.providers.gsf.permission.READ_GSERVICES,android.permission.READ_PHONE_STATE,android.permission.CAMERA,android.permission.FLASHLIGHT,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
hotspotshield.android.vpn,android.permission.INTERNET,android.permission.ACCESS_WIFI_STATE,android.permission.ACCESS_NETWORK_STATE,android.permission.STATUS_BAR,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.GET_ACCOUNTS,android.permission.GET_TASKS,android.permission.READ_PHONE_STATE,com.android.vending.BILLING,android.permission.USE_CREDENTIALS,android.permission.WRITE_SETTINGS,android.permission.RECEIVE_BOOT_COMPLETED,com.android.launcher.permission.INSTALL_SHORTCUT,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.permission.CHANGE_WIFI_STATE,android.permission.BROADCAST_STICKY,android.permission.READ_CONTACTS,android.permission.VIBRATE,com.anchorfree.ACCESS_AF_SERVICE,android.permission.READ_EXTERNAL_STORAGE,android.permission.READ_CALL_LOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.doubleTwist.AirPlayRecorder,android.permission.INTERNET,android.permission.ACCESS_WIFI_STATE,android.permission.CHANGE_WIFI_MULTICAST_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.WAKE_LOCK,android.permission.GET_ACCOUNTS,com.android.vending.BILLING,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
com.ocito.entreparticuliers,android.permission.CALL_PHONE,com.ocito.entreparticuliers.permission.MAPS_RECEIVE,android.permission.INTERNET,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_EXTERNAL_STORAGE,android.permission.ACCESS_COARSE_LOCATION,android.permission.ACCESS_FINE_LOCATION,android.permission.ACCESS_NETWORK_STATE,android.permission.ACCESS_WIFI_STATE,android.permission.READ_PHONE_STATE,com.google.android.providers.gsf.permission.READ_GSERVICES,com.ocito.entreparticuliers.permission.C2D_MESSAGE,com.google.android.c2dm.permission.RECEIVE,android.permission.GET_ACCOUNTS,android.permission.WAKE_LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
ru.arybin.credit.calculator,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?
