Package Name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,Label
com.utilno1.supercamera, android.permission.VIBRATE, android.permission.GET_ACCOUNTS, android.permission.ACCESS_WIFI_STATE, android.permission.INTERNET, android.permission.CAMERA, android.permission.ACCESS_SURFACE_FLINGER, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_EXTERNAL_STORAGE, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_PHONE_STATE, android.permission.MODIFY_PHONE_STATE, android.permission.CALL_PHONE, android.permission.READ_CONTACTS, android.permission.WRITE_CONTACTS, android.permission.READ_CALL_LOG, android.permission.WRITE_CALL_LOG, android.permission.SEND_SMS, android.permission.ACCESS_FINE_LOCATION, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_MOCK_LOCATION, com.android.launcher.permission.INSTALL_SHORTCUT ,,,,,,,,,,,,,,NEGATIVE
aextreme.app42, android.permission.ACCESS_WIFI_STATE, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_PHONE_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.songsFreeMusic, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
com.G1Designs.sadquotes, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_PHONE_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.ACCESS_WIFI_STATE, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_FINE_LOCATION, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.examobile.realwhistle, android.permission.RECORD_AUDIO, android.permission.VIBRATE, android.permission.INTERNET, com.android.vending.BILLING, android.permission.ACCESS_NETWORK_STATE, android.permission.GET_ACCOUNTS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
com.dcco.app.iSilo, android.permission.ACCESS_WIFI_STATE, com.android.vending.CHECK_LICENSE, android.permission.GET_TASKS, android.permission.INTERNET, android.permission.READ_PHONE_STATE, android.permission.STATUS_BAR, android.permission.WAKE_LOCK, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.creaview.android.creaplay, android.permission.CAMERA, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_CONTACTS, android.permission.WRITE_CONTACTS, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.GET_ACCOUNTS, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
youtube.sonbui.clipgame, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.ACCESS_WIFI_STATE, android.permission.READ_PHONE_STATE, android.permission.ACCESS_FINE_LOCATION, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.apria.ramgamex, com.apria.ramgamex.permission.MAPS_RECEIVE, android.permission.INTERNET, com.google.android.providers.gsf.permission.READ_GSERVICES, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_FINE_LOCATION, com.google.android.c2dm.permission.RECEIVE, android.permission.GET_ACCOUNTS, com.apria.ramgamex.permission.C2D_MESSAGE, android.permission.READ_PHONE_STATE, android.permission.WAKE_LOCK, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.icecoldapps.convertvideos, android.permission.ACCESS_NETWORK_STATE, android.permission.INTERNET, android.permission.VIBRATE, android.permission.CAMERA, android.permission.WRITE_EXTERNAL_STORAGE, com.android.vending.CHECK_LICENSE, android.permission.READ_PHONE_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
aextreme.app35, android.permission.ACCESS_WIFI_STATE, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_PHONE_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.mersatech.mcintoshmusic, android.permission.INTERNET, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_FINE_LOCATION, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_PHONE_STATE, android.permission.RECORD_AUDIO, android.permission.CAMERA, android.permission.GET_ACCOUNTS, com.mersatech.mcintoshmusic.permission.C2D_MESSAGE, com.google.android.c2dm.permission.RECEIVE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.nespsoft.android.nsreminder, android.permission.READ_CONTACTS, android.permission.VIBRATE, android.permission.RECEIVE_BOOT_COMPLETED, android.permission.WAKE_LOCK, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.DISABLE_KEYGUARD, android.permission.READ_EXTERNAL_STORAGE, android.permission.READ_CALL_LOG ,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
aextreme.app37, android.permission.ACCESS_WIFI_STATE, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_PHONE_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.aruhat.mobileapps.abc, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
com.ubusenius.PhotoEditorRedEye, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_FINE_LOCATION, android.permission.ACCESS_LOCATION, android.permission.ACCESS_LOCATION_EXTRA_COMMANDS, android.permission.ACCESS_NETWORK_STATE, android.permission.ACCESS_WIFI_STATE, android.permission.INTERNET, android.permission.READ_PHONE_STATE, android.permission.WRITE_EXTERNAL_STORAGE, com.google.android.gms.permission.ACTIVITY_RECOGNITION, android.permission.GET_ACCOUNTS, android.permission.WAKE_LOCK, com.ubusenius.PhotoEditorRedEye.permission.C2D_MESSAGE, com.google.android.c2dm.permission.RECEIVE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,POSITIVE
com.creapps.cupop, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.WRITE_OWNER_DATA, com.android.vending.BILLING, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_PHONE_STATE, android.permission.ACCESS_WIFI_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.appscrub.badlands, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
next.launcher.magic4works.theme.imperator, android.permission.SET_WALLPAPER, android.permission.SET_WALLPAPER_HINTS, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_PHONE_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.polandflagball.been.polandflagballbeen, com.android.vending.BILLING ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
fr.dondusangparis, android.permission.INTERNET, android.permission.WRITE_EXTERNAL_STORAGE, com.google.android.providers.gsf.permission.READ_GSERVICES, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_FINE_LOCATION, android.permission.ACCESS_NETWORK_STATE, fr.dondusangparis.permission.C2D_MESSAGE, com.google.android.c2dm.permission.RECEIVE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.wQuiksilver, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.webkit.permission.PLUGIN, com.wQuiksilver.permission.C2D_MESSAGE, com.google.android.c2dm.permission.RECEIVE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.star.planet.psirrqpfxmzi, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.ACCESS_WIFI_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
aextreme.app50, android.permission.ACCESS_WIFI_STATE, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_PHONE_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
aextreme.app52, android.permission.ACCESS_WIFI_STATE, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_PHONE_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
aextreme.app47, android.permission.ACCESS_WIFI_STATE, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_PHONE_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
aextreme.app46, android.permission.ACCESS_WIFI_STATE, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_PHONE_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
amir.fun83new, android.permission.ACCESS_WIFI_STATE, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_PHONE_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
aextreme.app49, android.permission.ACCESS_WIFI_STATE, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_PHONE_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
aextreme.app48, android.permission.ACCESS_WIFI_STATE, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_PHONE_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.bader.photoarabic, android.permission.CAMERA, android.permission.VIBRATE, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_FINE_LOCATION, android.permission.ACCESS_LOCATION_EXTRA_COMMANDS, android.permission.READ_PHONE_STATE, android.permission.INTERNET, android.permission.RECEIVE_SMS, android.permission.RECORD_AUDIO, android.permission.MODIFY_AUDIO_SETTINGS, android.permission.READ_CONTACTS, android.permission.WRITE_CONTACTS, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.ACCESS_NETWORK_STATE, android.permission.GET_ACCOUNTS, android.permission.BROADCAST_STICKY, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,POSITIVE
br.com.rodrigokolb.classicdrum, android.permission.WAKE_LOCK, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_EXTERNAL_STORAGE, android.permission.VIBRATE, com.android.vending.BILLING ,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.ABX.myapp, android.permission.INTERNET ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
en.snegx.hair, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WAKE_LOCK ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
com.emtree.lordrings, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
air.com.b2isolutions.aideMC, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.ACCESS_WIFI_STATE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.brother.ptouch.sdk.printdemo, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.INTERNET, android.permission.BLUETOOTH, android.permission.BLUETOOTH_ADMIN, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.bibi.simplyblocnote, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.zekab.world.clock.alarm.calendar, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.RECEIVE_BOOT_COMPLETED, android.permission.READ_PHONE_STATE, android.permission.VIBRATE, com.android.launcher.permission.INSTALL_SHORTCUT, android.permission.SYSTEM_ALERT_WINDOW, android.permission.GET_TASKS ,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.patzapps.autoanswereasy, android.permission.CALL_PRIVILEGED, android.permission.SEND_SMS, android.permission.BLUETOOTH, android.permission.MODIFY_AUDIO_SETTINGS, android.permission.READ_PHONE_STATE, android.permission.READ_CONTACTS, android.permission.CALL_PHONE, android.permission.MODIFY_PHONE_STATE, android.permission.RECEIVE_BOOT_COMPLETED, android.permission.READ_CALL_LOG ,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
com.rodi.android.Microphonechatapp, android.permission.ACCESS_NETWORK_STATE, android.permission.INTERNET, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.RECORD_AUDIO, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.uppsite.WordPressorg.JustMinecraftersThe1Sit193969, android.permission.INTERNET, android.permission.GET_TASKS, android.permission.ACCESS_NETWORK_STATE, android.permission.ACCESS_WIFI_STATE, android.permission.RECEIVE_BOOT_COMPLETED, android.permission.VIBRATE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
it.feio.android.omninotes, android.permission.INTERNET, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_FINE_LOCATION, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.VIBRATE, android.permission.RECEIVE_BOOT_COMPLETED, android.permission.RECORD_AUDIO, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
com.icomvision.bsc.tbc, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_CONTACTS, android.permission.ACCESS_FINE_LOCATION, android.permission.ACCESS_COARSE_LOCATION, android.permission.READ_CALL_LOG ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.andromo.dev62321.app249793, android.permission.WAKE_LOCK, android.permission.ACCESS_WIFI_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.WRITE_SETTINGS, android.permission.ACCESS_NETWORK_STATE, android.permission.INTERNET, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
kr.aboy.light, android.permission.CAMERA, android.permission.FLASHLIGHT, android.permission.VIBRATE, android.permission.WAKE_LOCK, android.permission.READ_EXTERNAL_STORAGE, android.permission.WRITE_EXTERNAL_STORAGE, com.android.vending.CHECK_LICENSE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.aura.ringtones.auraanimals, android.permission.INTERNET, android.permission.VIBRATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.WRITE_SETTINGS, android.permission.READ_CONTACTS, android.permission.WRITE_CONTACTS, android.permission.GET_ACCOUNTS, android.permission.READ_PHONE_STATE, android.permission.ACCESS_FINE_LOCATION, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
org.apps.dog.whistle, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_PHONE_STATE, android.permission.GET_TASKS, android.permission.RECEIVE_BOOT_COMPLETED, android.permission.WAKE_LOCK, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.ACCESS_WIFI_STATE, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_FINE_LOCATION, android.permission.GET_ACCOUNTS, com.android.browser.permission.READ_HISTORY_BOOKMARKS, com.android.launcher.permission.INSTALL_SHORTCUT, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.sri.theme.Cyanoidfree, sg.ruqqq.XThemeEngine.permission.SYSTEM_THEME ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.fifa14.celebrations, android.permission.INTERNET, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
virtualgs.kdpaint, android.permission.CAMERA, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.Stations.of.the.Cross.Clock, android.permission.INTERNET, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_FINE_LOCATION, android.permission.ACCESS_LOCATION_EXTRA_COMMANDS, android.permission.ACCESS_NETWORK_STATE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.skynetsystem2.com, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_PHONE_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
org.greatestapps.wikileaks.cables, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, com.android.vending.CHECK_LICENSE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
klb.anti.mosquito.software.android, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
it.pinenuts.rassegnastampa, android.permission.WAKE_LOCK, android.permission.ACCESS_COARSE_LOCATION, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.ACCESS_NETWORK_STATE, android.permission.ACCESS_WIFI_STATE, android.permission.INTERNET, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
com.tech3gr.mxcalctbf, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.ACCESS_COARSE_LOCATION ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
com.studiod.weddinganniversary, android.permission.SET_WALLPAPER, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
net.epsilonzero.hearingtest, android.permission.MODIFY_AUDIO_SETTINGS, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
com.trans_code.android.droidscanliteopenbeta, android.permission.INTERNET, android.permission.ACCESS_WIFI_STATE, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.abentapps.pulluppush, android.permission.ACCESS_WIFI_STATE, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.INTERNET, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
com.agfa, android.permission.INTERNET, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
redixbit.jellyglutton, android.permission.READ_PHONE_STATE, android.permission.ACCESS_NETWORK_STATE, android.permission.ACCESS_FINE_LOCATION, android.permission.ACCESS_WIFI_STATE, android.permission.READ_EXTERNAL_STORAGE, android.permission.GET_TASKS, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.INTERNET ,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
ua.in.android_free_hd_wallpapers.new_lego, android.permission.SET_WALLPAPER, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.viewsurf.android.smartphone, android.permission.INTERNET ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.sinPlanB.tumblrToDrive, android.permission.GET_ACCOUNTS, android.permission.MANAGE_ACCOUNTS, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
menion.android.locus.pro, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_FINE_LOCATION, android.permission.ACCESS_LOCATION_EXTRA_COMMANDS, android.permission.ACCESS_MOCK_LOCATION, android.permission.ACCESS_NETWORK_STATE, android.permission.ACCESS_WIFI_STATE, android.permission.BLUETOOTH, android.permission.BLUETOOTH_ADMIN, android.permission.INTERNET, android.permission.KILL_BACKGROUND_PROCESSES, android.permission.VIBRATE, android.permission.WAKE_LOCK, android.permission.WRITE_EXTERNAL_STORAGE, com.dsi.ant.permission.ANT, com.dsi.ant.permission.ANT_ADMIN, com.android.vending.CHECK_LICENSE, com.android.vending.BILLING, android.permission.GET_ACCOUNTS, android.permission.USE_CREDENTIALS, android.permission.MANAGE_ACCOUNTS, com.google.android.providers.gsf.permission.READ_GSERVICES, com.google.android.apps.mytracks.READ_TRACK_DATA, com.google.android.apps.mytracks.WRITE_TRACK_DATA, android.permission.NFC, android.permission.RECEIVE_BOOT_COMPLETED, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,NEGATIVE
com.ingensnetworks.playandtour.en.paris, android.permission.INTERNET, android.permission.ACCESS_FINE_LOCATION, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_EXTERNAL_STORAGE, com.android.vending.CHECK_LICENSE, android.permission.WAKE_LOCK, android.permission.ACCESS_WIFI_STATE ,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.bittales.kitchenking, android.permission.WAKE_LOCK, android.permission.INTERNET, android.permission.VIBRATE, android.permission.ACCESS_NETWORK_STATE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
com.gau.go.launcherex.theme.android.katkit.fourinone, android.permission.CHANGE_COMPONENT_ENABLED_STATE, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.VIBRATE, android.permission.MOUNT_UNMOUNT_FILESYSTEMS, com.android.vending.BILLING, android.permission.READ_PHONE_STATE, android.permission.ACCESS_WIFI_STATE, android.permission.GET_ACCOUNTS, android.permission.GET_TASKS, android.permission.READ_LOGS, android.permission.MANAGE_ACCOUNTS, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,NEGATIVE
com.ignisoft.thermometer, android.permission.ACCESS_FINE_LOCATION, android.permission.ACCESS_COARSE_LOCATION, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.RECEIVE_BOOT_COMPLETED, android.permission.READ_PHONE_STATE, android.permission.ACCESS_WIFI_STATE, android.permission.VIBRATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.GET_TASKS, android.permission.WAKE_LOCK, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
com.aldiko.android.oreilly.isbn9781449382797, android.permission.INTERNET, android.permission.WAKE_LOCK, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.funtrigger.mp3tag, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.INTERNET, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
com.pytacular.hdotakuwallpapersfree, android.permission.SET_WALLPAPER ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.glavweb.kCalc, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
ptv.bein.ui, android.permission.VIBRATE, ptv.bein.ui.permission.C2D_MESSAGE, android.permission.GET_ACCOUNTS, com.google.android.c2dm.permission.RECEIVE, android.permission.INTERNET, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_FINE_LOCATION, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_PHONE_STATE, android.permission.WAKE_LOCK, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
net.kgmoney.MorseRing, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_PHONE_STATE, android.permission.READ_CONTACTS, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.VIBRATE, android.permission.FLASHLIGHT, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
com.minifactory.antiterrorforce, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.ACCESS_WIFI_STATE, android.permission.READ_PHONE_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.SYSTEM_ALERT_WINDOW, android.permission.GET_TASKS, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.andromo.dev62321.app250771, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.purplesense.cricketinfo, android.permission.INTERNET, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_FINE_LOCATION, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_PHONE_STATE, android.permission.RECORD_AUDIO, android.permission.CAMERA, android.permission.GET_ACCOUNTS, com.purplesense.cricketinfo.permission.C2D_MESSAGE, com.google.android.c2dm.permission.RECEIVE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
